,time,ReflectionCoefficientPhase
360,2024-03-14 08:38:09.471877+00:00,288.79859
361,2024-03-14 08:38:09.572377+00:00,288.321131
362,2024-03-14 08:38:09.671231+00:00,287.942237
363,2024-03-14 08:38:09.771950+00:00,288.651863
364,2024-03-14 08:38:09.871452+00:00,288.256733
365,2024-03-14 08:38:09.971831+00:00,288.46824
366,2024-03-14 08:38:10.071386+00:00,289.423404
367,2024-03-14 08:38:10.171129+00:00,287.621261
368,2024-03-14 08:38:10.271318+00:00,287.590625
369,2024-03-14 08:38:10.371204+00:00,287.941671
370,2024-03-14 08:38:10.471831+00:00,288.739159
371,2024-03-14 08:38:10.570842+00:00,288.410727
372,2024-03-14 08:38:10.670885+00:00,288.832476
373,2024-03-14 08:38:10.771098+00:00,288.69875
374,2024-03-14 08:38:10.870961+00:00,289.26607
375,2024-03-14 08:38:10.971046+00:00,289.710268
376,2024-03-14 08:38:11.071429+00:00,289.346198
377,2024-03-14 08:38:11.170742+00:00,288.124157
378,2024-03-14 08:38:11.271326+00:00,288.06217
379,2024-03-14 08:38:11.370676+00:00,289.124881
380,2024-03-14 08:38:11.471186+00:00,288.897651
381,2024-03-14 08:38:11.571207+00:00,287.491688
382,2024-03-14 08:38:11.670962+00:00,288.191961
383,2024-03-14 08:38:11.770852+00:00,288.760887
384,2024-03-14 08:38:11.871173+00:00,288.498801
385,2024-03-14 08:38:11.971066+00:00,288.164426
386,2024-03-14 08:38:12.071126+00:00,288.268951
387,2024-03-14 08:38:12.171025+00:00,288.712856
388,2024-03-14 08:38:12.270256+00:00,287.550559
389,2024-03-14 08:38:12.371240+00:00,287.843546
390,2024-03-14 08:38:12.471818+00:00,287.519336
391,2024-03-14 08:38:12.570896+00:00,290.457903
392,2024-03-14 08:38:12.671146+00:00,289.786558
393,2024-03-14 08:38:12.770366+00:00,289.76781
394,2024-03-14 08:38:12.870910+00:00,289.057624
395,2024-03-14 08:38:12.970328+00:00,289.982891
396,2024-03-14 08:38:13.070853+00:00,289.078742
397,2024-03-14 08:38:13.170544+00:00,289.254625
398,2024-03-14 08:38:13.270368+00:00,288.064461
399,2024-03-14 08:38:13.371699+00:00,289.484372
400,2024-03-14 08:38:13.469804+00:00,289.129128
401,2024-03-14 08:38:13.570269+00:00,289.527155
402,2024-03-14 08:38:13.669802+00:00,287.833466
403,2024-03-14 08:38:13.770794+00:00,290.045582
404,2024-03-14 08:38:13.870996+00:00,288.17988
405,2024-03-14 08:38:13.970624+00:00,286.992972
406,2024-03-14 08:38:14.070155+00:00,289.192303
407,2024-03-14 08:38:14.169970+00:00,288.161001
408,2024-03-14 08:38:14.270966+00:00,288.600675
409,2024-03-14 08:38:14.369312+00:00,288.81142
410,2024-03-14 08:38:14.468961+00:00,288.254884
411,2024-03-14 08:38:14.568981+00:00,289.005471
412,2024-03-14 08:38:14.669193+00:00,288.51858
413,2024-03-14 08:38:14.769123+00:00,289.280714
414,2024-03-14 08:38:14.868871+00:00,288.728917
415,2024-03-14 08:38:14.969113+00:00,289.697646
416,2024-03-14 08:38:15.070163+00:00,288.92946
417,2024-03-14 08:38:15.169498+00:00,288.695742
418,2024-03-14 08:38:15.268951+00:00,289.04156
419,2024-03-14 08:38:15.368587+00:00,289.438025
420,2024-03-14 08:38:15.468486+00:00,288.936015
421,2024-03-14 08:38:15.570117+00:00,288.645108
422,2024-03-14 08:38:15.670046+00:00,289.447946
423,2024-03-14 08:38:15.770676+00:00,287.559
424,2024-03-14 08:38:15.869858+00:00,290.153973
425,2024-03-14 08:38:15.970278+00:00,289.524271
426,2024-03-14 08:38:16.069992+00:00,288.324911
427,2024-03-14 08:38:16.169464+00:00,289.97012
428,2024-03-14 08:38:16.269861+00:00,289.108163
429,2024-03-14 08:38:16.369767+00:00,289.298653
430,2024-03-14 08:38:16.469694+00:00,288.851978
431,2024-03-14 08:38:16.569130+00:00,289.336466
432,2024-03-14 08:38:16.669180+00:00,287.423777
433,2024-03-14 08:38:16.769350+00:00,288.803452
434,2024-03-14 08:38:16.869291+00:00,288.114271
435,2024-03-14 08:38:16.969555+00:00,289.141763
436,2024-03-14 08:38:17.068939+00:00,288.047482
437,2024-03-14 08:38:17.169738+00:00,288.818203
438,2024-03-14 08:38:17.269732+00:00,290.346961
439,2024-03-14 08:38:17.368530+00:00,288.289402
440,2024-03-14 08:38:17.469711+00:00,288.021467
441,2024-03-14 08:38:17.569272+00:00,288.243644
442,2024-03-14 08:38:17.668944+00:00,288.678919
443,2024-03-14 08:38:17.769482+00:00,288.375653
444,2024-03-14 08:38:17.869786+00:00,287.988016
445,2024-03-14 08:38:17.968885+00:00,288.660342
446,2024-03-14 08:38:18.069816+00:00,288.276937
447,2024-03-14 08:38:18.169128+00:00,288.620397
448,2024-03-14 08:38:18.269157+00:00,288.146116
449,2024-03-14 08:38:18.369123+00:00,288.600718
450,2024-03-14 08:38:18.469158+00:00,287.846392
451,2024-03-14 08:38:18.568600+00:00,287.662681
452,2024-03-14 08:38:18.668264+00:00,288.81605
453,2024-03-14 08:38:18.769405+00:00,288.286433
454,2024-03-14 08:38:18.869058+00:00,288.409567
455,2024-03-14 08:38:18.968876+00:00,287.701817
456,2024-03-14 08:38:19.068796+00:00,289.132383
457,2024-03-14 08:38:19.168742+00:00,288.259401
458,2024-03-14 08:38:19.268836+00:00,286.757863
459,2024-03-14 08:38:19.369317+00:00,288.393852
460,2024-03-14 08:38:19.468878+00:00,288.601152
461,2024-03-14 08:38:19.569060+00:00,289.109424
462,2024-03-14 08:38:19.669075+00:00,288.137392
463,2024-03-14 08:38:19.769602+00:00,287.95271
464,2024-03-14 08:38:19.868558+00:00,288.772768
465,2024-03-14 08:38:19.968389+00:00,288.6459
466,2024-03-14 08:38:20.068522+00:00,287.301831
467,2024-03-14 08:38:20.168834+00:00,288.50627
468,2024-03-14 08:38:20.268152+00:00,288.474578
469,2024-03-14 08:38:20.368040+00:00,288.306837
470,2024-03-14 08:38:20.468806+00:00,289.58724
471,2024-03-14 08:38:20.567953+00:00,288.789368
472,2024-03-14 08:38:20.668372+00:00,289.411757
473,2024-03-14 08:38:20.768607+00:00,287.856569
474,2024-03-14 08:38:20.867950+00:00,289.190701
475,2024-03-14 08:38:20.968650+00:00,288.080717
476,2024-03-14 08:38:21.069067+00:00,288.015139
477,2024-03-14 08:38:21.168561+00:00,288.699407
478,2024-03-14 08:38:21.268788+00:00,289.144949
479,2024-03-14 08:38:21.370014+00:00,287.610403
480,2024-03-14 08:38:21.467897+00:00,288.261609
481,2024-03-14 08:38:21.568763+00:00,289.167536
482,2024-03-14 08:38:21.669063+00:00,288.740399
483,2024-03-14 08:38:21.768152+00:00,289.288984
484,2024-03-14 08:38:21.869081+00:00,289.441455
485,2024-03-14 08:38:21.967937+00:00,288.873903
486,2024-03-14 08:38:22.068541+00:00,287.565905
487,2024-03-14 08:38:22.168657+00:00,289.070536
488,2024-03-14 08:38:22.268120+00:00,288.999247
489,2024-03-14 08:38:22.367979+00:00,288.13241
490,2024-03-14 08:38:22.468869+00:00,289.765619
491,2024-03-14 08:38:22.567655+00:00,289.591218
492,2024-03-14 08:38:22.668609+00:00,288.996001
493,2024-03-14 08:38:22.768548+00:00,287.378101
494,2024-03-14 08:38:22.867927+00:00,287.133648
495,2024-03-14 08:38:22.967878+00:00,289.382211
496,2024-03-14 08:38:23.068083+00:00,288.935357
497,2024-03-14 08:38:23.168315+00:00,287.78845
498,2024-03-14 08:38:23.267692+00:00,288.475383
499,2024-03-14 08:38:23.368035+00:00,287.65454
500,2024-03-14 08:38:23.467221+00:00,287.943813
501,2024-03-14 08:38:23.567896+00:00,286.57659
502,2024-03-14 08:38:23.667355+00:00,289.020522
503,2024-03-14 08:38:23.766932+00:00,289.576861
504,2024-03-14 08:38:23.867958+00:00,289.096313
505,2024-03-14 08:38:23.967952+00:00,288.407484
506,2024-03-14 08:38:24.067778+00:00,288.917712
507,2024-03-14 08:38:24.167144+00:00,289.212155
508,2024-03-14 08:38:24.267103+00:00,289.756247
509,2024-03-14 08:38:24.367367+00:00,288.306437
510,2024-03-14 08:38:24.468556+00:00,290.118635
511,2024-03-14 08:38:24.568211+00:00,287.702588
512,2024-03-14 08:38:24.667490+00:00,288.200639
513,2024-03-14 08:38:24.767711+00:00,288.484162
514,2024-03-14 08:38:24.867494+00:00,289.937037
515,2024-03-14 08:38:24.967416+00:00,288.891778
516,2024-03-14 08:38:25.067281+00:00,289.106229
