,time,IncidentPowerReference
110,2024-03-15 08:30:28.288756+00:00,120.0
111,2024-03-15 08:30:28.389056+00:00,120.0
112,2024-03-15 08:30:28.488979+00:00,120.0
113,2024-03-15 08:30:28.588685+00:00,120.0
114,2024-03-15 08:30:28.688566+00:00,120.0
115,2024-03-15 08:30:28.797356+00:00,120.0
116,2024-03-15 08:30:28.888317+00:00,120.0
117,2024-03-15 08:30:28.989019+00:00,120.0
118,2024-03-15 08:30:29.088560+00:00,120.0
119,2024-03-15 08:30:29.188643+00:00,120.0
120,2024-03-15 08:30:29.288778+00:00,120.0
121,2024-03-15 08:30:29.388842+00:00,120.0
122,2024-03-15 08:30:29.488484+00:00,120.0
123,2024-03-15 08:30:29.588395+00:00,120.0
124,2024-03-15 08:30:29.688445+00:00,120.0
125,2024-03-15 08:30:29.788449+00:00,120.0
126,2024-03-15 08:30:29.888559+00:00,120.0
127,2024-03-15 08:30:29.988477+00:00,120.0
128,2024-03-15 08:30:30.088757+00:00,120.0
129,2024-03-15 08:30:30.188541+00:00,120.0
130,2024-03-15 08:30:30.288808+00:00,120.0
131,2024-03-15 08:30:30.388792+00:00,120.0
132,2024-03-15 08:30:30.488884+00:00,120.0
133,2024-03-15 08:30:30.588530+00:00,120.0
134,2024-03-15 08:30:30.688249+00:00,120.0
135,2024-03-15 08:30:30.788292+00:00,120.0
136,2024-03-15 08:30:30.888952+00:00,120.0
137,2024-03-15 08:30:30.988546+00:00,120.0
138,2024-03-15 08:30:31.088506+00:00,120.0
139,2024-03-15 08:30:31.188266+00:00,120.0
140,2024-03-15 08:30:31.288944+00:00,120.0
141,2024-03-15 08:30:31.388385+00:00,120.0
142,2024-03-15 08:30:31.488772+00:00,120.0
143,2024-03-15 08:30:31.588321+00:00,120.0
144,2024-03-15 08:30:31.688906+00:00,120.0
145,2024-03-15 08:30:31.788352+00:00,120.0
146,2024-03-15 08:30:31.888189+00:00,120.0
147,2024-03-15 08:30:31.988373+00:00,120.0
148,2024-03-15 08:30:32.088378+00:00,120.0
149,2024-03-15 08:30:32.188884+00:00,120.0
150,2024-03-15 08:30:32.288405+00:00,120.0
151,2024-03-15 08:30:32.388449+00:00,120.0
152,2024-03-15 08:30:32.488459+00:00,120.0
153,2024-03-15 08:30:32.588740+00:00,120.0
154,2024-03-15 08:30:32.688564+00:00,120.0
155,2024-03-15 08:30:32.788219+00:00,120.0
156,2024-03-15 08:30:32.888617+00:00,120.0
157,2024-03-15 08:30:32.989386+00:00,120.0
158,2024-03-15 08:30:33.088933+00:00,120.0
159,2024-03-15 08:30:33.188580+00:00,120.0
160,2024-03-15 08:30:33.288313+00:00,120.0
161,2024-03-15 08:30:33.388505+00:00,120.0
162,2024-03-15 08:30:33.488592+00:00,120.0
163,2024-03-15 08:30:33.588706+00:00,120.0
164,2024-03-15 08:30:33.688716+00:00,120.0
165,2024-03-15 08:30:33.788389+00:00,120.0
166,2024-03-15 08:30:33.888457+00:00,120.0
167,2024-03-15 08:30:33.988018+00:00,120.0
168,2024-03-15 08:30:34.088674+00:00,120.0
169,2024-03-15 08:30:34.188699+00:00,120.0
170,2024-03-15 08:30:34.288268+00:00,120.0
171,2024-03-15 08:30:34.388408+00:00,120.0
172,2024-03-15 08:30:34.488773+00:00,120.0
173,2024-03-15 08:30:34.588618+00:00,120.0
174,2024-03-15 08:30:34.688510+00:00,120.0
175,2024-03-15 08:30:34.788615+00:00,120.0
176,2024-03-15 08:30:34.888490+00:00,120.0
177,2024-03-15 08:30:34.988189+00:00,120.0
178,2024-03-15 08:30:35.088342+00:00,120.0
179,2024-03-15 08:30:35.187994+00:00,120.0
180,2024-03-15 08:30:35.288231+00:00,120.0
181,2024-03-15 08:30:35.388365+00:00,120.0
182,2024-03-15 08:30:35.488070+00:00,120.0
183,2024-03-15 08:30:35.588070+00:00,120.0
184,2024-03-15 08:30:35.688260+00:00,120.0
185,2024-03-15 08:30:35.788258+00:00,120.0
186,2024-03-15 08:30:35.888242+00:00,120.0
187,2024-03-15 08:30:35.988273+00:00,120.0
188,2024-03-15 08:30:36.088106+00:00,120.0
189,2024-03-15 08:30:36.188364+00:00,120.0
190,2024-03-15 08:30:36.288308+00:00,120.0
191,2024-03-15 08:30:36.388523+00:00,120.0
192,2024-03-15 08:30:36.488213+00:00,120.0
193,2024-03-15 08:30:36.588330+00:00,120.0
194,2024-03-15 08:30:36.688162+00:00,120.0
195,2024-03-15 08:30:36.788564+00:00,120.0
196,2024-03-15 08:30:36.888283+00:00,120.0
197,2024-03-15 08:30:36.988517+00:00,120.0
198,2024-03-15 08:30:37.088623+00:00,120.0
199,2024-03-15 08:30:37.188489+00:00,120.0
200,2024-03-15 08:30:37.288341+00:00,120.0
201,2024-03-15 08:30:37.388349+00:00,120.0
202,2024-03-15 08:30:37.488078+00:00,120.0
203,2024-03-15 08:30:37.588324+00:00,120.0
204,2024-03-15 08:30:37.688376+00:00,120.0
205,2024-03-15 08:30:37.788577+00:00,120.0
206,2024-03-15 08:30:37.888252+00:00,120.0
207,2024-03-15 08:30:37.988361+00:00,120.0
208,2024-03-15 08:30:38.088425+00:00,120.0
209,2024-03-15 08:30:38.188338+00:00,120.0
210,2024-03-15 08:30:38.288690+00:00,120.0
211,2024-03-15 08:30:38.388470+00:00,120.0
212,2024-03-15 08:30:38.488458+00:00,120.0
213,2024-03-15 08:30:38.589651+00:00,120.0
214,2024-03-15 08:30:38.688671+00:00,120.0
215,2024-03-15 08:30:38.799831+00:00,120.0
216,2024-03-15 08:30:38.888318+00:00,120.0
217,2024-03-15 08:30:38.988080+00:00,120.0
218,2024-03-15 08:30:39.088431+00:00,120.0
219,2024-03-15 08:30:39.187533+00:00,120.0
220,2024-03-15 08:30:39.288187+00:00,120.0
221,2024-03-15 08:30:39.388159+00:00,120.0
222,2024-03-15 08:30:39.488142+00:00,120.0
223,2024-03-15 08:30:39.588223+00:00,120.0
224,2024-03-15 08:30:39.688320+00:00,120.0
225,2024-03-15 08:30:39.788149+00:00,120.0
226,2024-03-15 08:30:39.888288+00:00,120.0
227,2024-03-15 08:30:39.988244+00:00,120.0
228,2024-03-15 08:30:40.087967+00:00,120.0
229,2024-03-15 08:30:40.188319+00:00,120.0
230,2024-03-15 08:30:40.288446+00:00,120.0
231,2024-03-15 08:30:40.388345+00:00,120.0
232,2024-03-15 08:30:40.488075+00:00,120.0
233,2024-03-15 08:30:40.588436+00:00,120.0
234,2024-03-15 08:30:40.688186+00:00,120.0
235,2024-03-15 08:30:40.788541+00:00,120.0
236,2024-03-15 08:30:40.888202+00:00,120.0
237,2024-03-15 08:30:40.988136+00:00,120.0
238,2024-03-15 08:30:41.088242+00:00,120.0
239,2024-03-15 08:30:41.188047+00:00,120.0
240,2024-03-15 08:30:41.288370+00:00,120.0
241,2024-03-15 08:30:41.388101+00:00,120.0
242,2024-03-15 08:30:41.488592+00:00,120.0
243,2024-03-15 08:30:41.588148+00:00,120.0
244,2024-03-15 08:30:41.688403+00:00,120.0
245,2024-03-15 08:30:41.788356+00:00,120.0
246,2024-03-15 08:30:41.888135+00:00,120.0
247,2024-03-15 08:30:41.988017+00:00,120.0
248,2024-03-15 08:30:42.088153+00:00,120.0
249,2024-03-15 08:30:42.188318+00:00,120.0
250,2024-03-15 08:30:42.288609+00:00,120.0
251,2024-03-15 08:30:42.387837+00:00,120.0
252,2024-03-15 08:30:42.488226+00:00,120.0
253,2024-03-15 08:30:42.588009+00:00,120.0
254,2024-03-15 08:30:42.687988+00:00,120.0
255,2024-03-15 08:30:42.787712+00:00,120.0
256,2024-03-15 08:30:42.888072+00:00,120.0
257,2024-03-15 08:30:42.988039+00:00,120.0
258,2024-03-15 08:30:43.088294+00:00,120.0
259,2024-03-15 08:30:43.188067+00:00,120.0
260,2024-03-15 08:30:43.287870+00:00,120.0
261,2024-03-15 08:30:43.387974+00:00,120.0
262,2024-03-15 08:30:43.488218+00:00,120.0
263,2024-03-15 08:30:43.588023+00:00,120.0
264,2024-03-15 08:30:43.688068+00:00,120.0
265,2024-03-15 08:30:43.788063+00:00,120.0
266,2024-03-15 08:30:43.887871+00:00,120.0
267,2024-03-15 08:30:43.987922+00:00,120.0
268,2024-03-15 08:30:44.087868+00:00,120.0
269,2024-03-15 08:30:44.187911+00:00,120.0
270,2024-03-15 08:30:44.288096+00:00,120.0
271,2024-03-15 08:30:44.387664+00:00,120.0
272,2024-03-15 08:30:44.488020+00:00,120.0
273,2024-03-15 08:30:44.588159+00:00,120.0
274,2024-03-15 08:30:44.688091+00:00,120.0
275,2024-03-15 08:30:44.788290+00:00,120.0
276,2024-03-15 08:30:44.888038+00:00,120.0
277,2024-03-15 08:30:44.988037+00:00,120.0
278,2024-03-15 08:30:45.087928+00:00,120.0
279,2024-03-15 08:30:45.188443+00:00,120.0
280,2024-03-15 08:30:45.288147+00:00,120.0
281,2024-03-15 08:30:45.388540+00:00,120.0
282,2024-03-15 08:30:45.488070+00:00,120.0
283,2024-03-15 08:30:45.587797+00:00,120.0
284,2024-03-15 08:30:45.687761+00:00,120.0
285,2024-03-15 08:30:45.787778+00:00,120.0
286,2024-03-15 08:30:45.887992+00:00,120.0
287,2024-03-15 08:30:45.987695+00:00,120.0
288,2024-03-15 08:30:46.087894+00:00,120.0
289,2024-03-15 08:30:46.187950+00:00,120.0
290,2024-03-15 08:30:46.287903+00:00,120.0
291,2024-03-15 08:30:46.388119+00:00,120.0
292,2024-03-15 08:30:46.487982+00:00,120.0
293,2024-03-15 08:30:46.588014+00:00,120.0
294,2024-03-15 08:30:46.688065+00:00,120.0
295,2024-03-15 08:30:46.787777+00:00,120.0
296,2024-03-15 08:30:46.887960+00:00,120.0
297,2024-03-15 08:30:46.988102+00:00,120.0
298,2024-03-15 08:30:47.088125+00:00,120.0
299,2024-03-15 08:30:47.188210+00:00,120.0
300,2024-03-15 08:30:47.287600+00:00,120.0
301,2024-03-15 08:30:47.388084+00:00,120.0
302,2024-03-15 08:30:47.488273+00:00,120.0
303,2024-03-15 08:30:47.588089+00:00,120.0
304,2024-03-15 08:30:47.688121+00:00,120.0
305,2024-03-15 08:30:47.788140+00:00,120.0
306,2024-03-15 08:30:47.888283+00:00,120.0
307,2024-03-15 08:30:47.988348+00:00,120.0
308,2024-03-15 08:30:48.088132+00:00,120.0
309,2024-03-15 08:30:48.188004+00:00,120.0
310,2024-03-15 08:30:48.288248+00:00,120.0
311,2024-03-15 08:30:48.388112+00:00,120.0
312,2024-03-15 08:30:48.487949+00:00,120.0
313,2024-03-15 08:30:48.588350+00:00,120.0
314,2024-03-15 08:30:48.687830+00:00,120.0
315,2024-03-15 08:30:48.798303+00:00,120.0
316,2024-03-15 08:30:48.888013+00:00,120.0
317,2024-03-15 08:30:48.988105+00:00,120.0
318,2024-03-15 08:30:49.088013+00:00,120.0
319,2024-03-15 08:30:49.188101+00:00,120.0
320,2024-03-15 08:30:49.287903+00:00,120.0
321,2024-03-15 08:30:49.388297+00:00,120.0
322,2024-03-15 08:30:49.488035+00:00,120.0
323,2024-03-15 08:30:49.587397+00:00,120.0
324,2024-03-15 08:30:49.687813+00:00,120.0
325,2024-03-15 08:30:49.787791+00:00,120.0
326,2024-03-15 08:30:49.888519+00:00,120.0
327,2024-03-15 08:30:49.987992+00:00,120.0
328,2024-03-15 08:30:50.087991+00:00,120.0
329,2024-03-15 08:30:50.188273+00:00,120.0
330,2024-03-15 08:30:50.288485+00:00,120.0
331,2024-03-15 08:30:50.388302+00:00,120.0
332,2024-03-15 08:30:50.487841+00:00,120.0
333,2024-03-15 08:30:50.588043+00:00,120.0
334,2024-03-15 08:30:50.688064+00:00,120.0
335,2024-03-15 08:30:50.787873+00:00,120.0
336,2024-03-15 08:30:50.887921+00:00,120.0
337,2024-03-15 08:30:50.987963+00:00,120.0
338,2024-03-15 08:30:51.088060+00:00,120.0
339,2024-03-15 08:30:51.187594+00:00,120.0
340,2024-03-15 08:30:51.288140+00:00,120.0
341,2024-03-15 08:30:51.388074+00:00,120.0
342,2024-03-15 08:30:51.487905+00:00,120.0
343,2024-03-15 08:30:51.587877+00:00,120.0
344,2024-03-15 08:30:51.687821+00:00,120.0
345,2024-03-15 08:30:51.787942+00:00,120.0
346,2024-03-15 08:30:51.887822+00:00,120.0
347,2024-03-15 08:30:51.987949+00:00,120.0
348,2024-03-15 08:30:52.088010+00:00,120.0
349,2024-03-15 08:30:52.187897+00:00,120.0
350,2024-03-15 08:30:52.287644+00:00,120.0
351,2024-03-15 08:30:52.387970+00:00,120.0
352,2024-03-15 08:30:52.487786+00:00,120.0
353,2024-03-15 08:30:52.587981+00:00,120.0
354,2024-03-15 08:30:52.687531+00:00,120.0
355,2024-03-15 08:30:52.788022+00:00,120.0
356,2024-03-15 08:30:52.887371+00:00,120.0
357,2024-03-15 08:30:52.987730+00:00,120.0
358,2024-03-15 08:30:53.087606+00:00,120.0
359,2024-03-15 08:30:53.187745+00:00,120.0
360,2024-03-15 08:30:53.287949+00:00,120.0
361,2024-03-15 08:30:53.388025+00:00,120.0
362,2024-03-15 08:30:53.487768+00:00,120.0
363,2024-03-15 08:30:53.587896+00:00,120.0
364,2024-03-15 08:30:53.687815+00:00,120.0
365,2024-03-15 08:30:53.787939+00:00,120.0
366,2024-03-15 08:30:53.888095+00:00,120.0
367,2024-03-15 08:30:53.988042+00:00,120.0
368,2024-03-15 08:30:54.087651+00:00,120.0
369,2024-03-15 08:30:54.187517+00:00,120.0
370,2024-03-15 08:30:54.288105+00:00,120.0
371,2024-03-15 08:30:54.387573+00:00,120.0
372,2024-03-15 08:30:54.488031+00:00,120.0
373,2024-03-15 08:30:54.587473+00:00,120.0
374,2024-03-15 08:30:54.687554+00:00,120.0
375,2024-03-15 08:30:54.787302+00:00,120.0
376,2024-03-15 08:30:54.887446+00:00,120.0
377,2024-03-15 08:30:54.987962+00:00,120.0
378,2024-03-15 08:30:55.087649+00:00,120.0
379,2024-03-15 08:30:55.187681+00:00,120.0
380,2024-03-15 08:30:55.287735+00:00,120.0
381,2024-03-15 08:30:55.387514+00:00,120.0
382,2024-03-15 08:30:55.487629+00:00,120.0
383,2024-03-15 08:30:55.587352+00:00,120.0
384,2024-03-15 08:30:55.687490+00:00,120.0
385,2024-03-15 08:30:55.787829+00:00,120.0
386,2024-03-15 08:30:55.887551+00:00,120.0
387,2024-03-15 08:30:55.987558+00:00,120.0
388,2024-03-15 08:30:56.087456+00:00,120.0
389,2024-03-15 08:30:56.187886+00:00,120.0
390,2024-03-15 08:30:56.288005+00:00,120.0
391,2024-03-15 08:30:56.387722+00:00,120.0
392,2024-03-15 08:30:56.487717+00:00,120.0
393,2024-03-15 08:30:56.587925+00:00,120.0
394,2024-03-15 08:30:56.687593+00:00,120.0
395,2024-03-15 08:30:56.787743+00:00,120.0
396,2024-03-15 08:30:56.887920+00:00,120.0
397,2024-03-15 08:30:56.987905+00:00,120.0
398,2024-03-15 08:30:57.087752+00:00,120.0
399,2024-03-15 08:30:57.187769+00:00,120.0
400,2024-03-15 08:30:57.287935+00:00,120.0
401,2024-03-15 08:30:57.387717+00:00,120.0
402,2024-03-15 08:30:57.487674+00:00,120.0
403,2024-03-15 08:30:57.587769+00:00,120.0
404,2024-03-15 08:30:57.687822+00:00,120.0
405,2024-03-15 08:30:57.787632+00:00,120.0
406,2024-03-15 08:30:57.887765+00:00,120.0
407,2024-03-15 08:30:57.987682+00:00,120.0
408,2024-03-15 08:30:58.087959+00:00,120.0
409,2024-03-15 08:30:58.187653+00:00,120.0
410,2024-03-15 08:30:58.287607+00:00,120.0
411,2024-03-15 08:30:58.387773+00:00,120.0
412,2024-03-15 08:30:58.487881+00:00,120.0
413,2024-03-15 08:30:58.587537+00:00,120.0
414,2024-03-15 08:30:58.687664+00:00,120.0
415,2024-03-15 08:30:58.798126+00:00,120.0
416,2024-03-15 08:30:58.887508+00:00,120.0
417,2024-03-15 08:30:58.987457+00:00,120.0
418,2024-03-15 08:30:59.087761+00:00,120.0
419,2024-03-15 08:30:59.187085+00:00,120.0
420,2024-03-15 08:30:59.287386+00:00,120.0
421,2024-03-15 08:30:59.387742+00:00,120.0
422,2024-03-15 08:30:59.487361+00:00,120.0
423,2024-03-15 08:30:59.587540+00:00,120.0
424,2024-03-15 08:30:59.687163+00:00,120.0
425,2024-03-15 08:30:59.787681+00:00,120.0
426,2024-03-15 08:30:59.887662+00:00,120.0
427,2024-03-15 08:30:59.987693+00:00,120.0
428,2024-03-15 08:31:00.087418+00:00,120.0
429,2024-03-15 08:31:00.187974+00:00,120.0
430,2024-03-15 08:31:00.287431+00:00,120.0
431,2024-03-15 08:31:00.387780+00:00,120.0
432,2024-03-15 08:31:00.487470+00:00,120.0
433,2024-03-15 08:31:00.587791+00:00,120.0
434,2024-03-15 08:31:00.687304+00:00,120.0
435,2024-03-15 08:31:00.787534+00:00,120.0
436,2024-03-15 08:31:00.887574+00:00,120.0
437,2024-03-15 08:31:00.987531+00:00,120.0
438,2024-03-15 08:31:01.087477+00:00,120.0
439,2024-03-15 08:31:01.187589+00:00,120.0
440,2024-03-15 08:31:01.287506+00:00,120.0
441,2024-03-15 08:31:01.387166+00:00,120.0
442,2024-03-15 08:31:01.487244+00:00,120.0
443,2024-03-15 08:31:01.587523+00:00,120.0
444,2024-03-15 08:31:01.687644+00:00,120.0
445,2024-03-15 08:31:01.787564+00:00,120.0
446,2024-03-15 08:31:01.887971+00:00,120.0
447,2024-03-15 08:31:01.987471+00:00,120.0
448,2024-03-15 08:31:02.087503+00:00,120.0
449,2024-03-15 08:31:02.187401+00:00,120.0
450,2024-03-15 08:31:02.287472+00:00,120.0
451,2024-03-15 08:31:02.387415+00:00,120.0
452,2024-03-15 08:31:02.487260+00:00,120.0
453,2024-03-15 08:31:02.587235+00:00,120.0
454,2024-03-15 08:31:02.687402+00:00,120.0
455,2024-03-15 08:31:02.787340+00:00,120.0
456,2024-03-15 08:31:02.887218+00:00,120.0
457,2024-03-15 08:31:02.987352+00:00,120.0
458,2024-03-15 08:31:03.087294+00:00,120.0
459,2024-03-15 08:31:03.187575+00:00,120.0
460,2024-03-15 08:31:03.287418+00:00,120.0
461,2024-03-15 08:31:03.387477+00:00,120.0
462,2024-03-15 08:31:03.487840+00:00,120.0
463,2024-03-15 08:31:03.587193+00:00,120.0
464,2024-03-15 08:31:03.687526+00:00,120.0
465,2024-03-15 08:31:03.787584+00:00,120.0
466,2024-03-15 08:31:03.887339+00:00,120.0
467,2024-03-15 08:31:03.987400+00:00,120.0
468,2024-03-15 08:31:04.087300+00:00,120.0
469,2024-03-15 08:31:04.187638+00:00,120.0
470,2024-03-15 08:31:04.287560+00:00,120.0
471,2024-03-15 08:31:04.387483+00:00,120.0
472,2024-03-15 08:31:04.487016+00:00,120.0
473,2024-03-15 08:31:04.587625+00:00,120.0
474,2024-03-15 08:31:04.687372+00:00,120.0
475,2024-03-15 08:31:04.787318+00:00,120.0
476,2024-03-15 08:31:04.887197+00:00,120.0
477,2024-03-15 08:31:04.987494+00:00,120.0
478,2024-03-15 08:31:05.087241+00:00,120.0
479,2024-03-15 08:31:05.187476+00:00,120.0
480,2024-03-15 08:31:05.286681+00:00,120.0
481,2024-03-15 08:31:05.387681+00:00,120.0
482,2024-03-15 08:31:05.487029+00:00,120.0
483,2024-03-15 08:31:05.587164+00:00,120.0
484,2024-03-15 08:31:05.687881+00:00,120.0
485,2024-03-15 08:31:05.787008+00:00,120.0
486,2024-03-15 08:31:05.887111+00:00,120.0
487,2024-03-15 08:31:05.987153+00:00,120.0
488,2024-03-15 08:31:06.087375+00:00,120.0
489,2024-03-15 08:31:06.187181+00:00,120.0
490,2024-03-15 08:31:06.287309+00:00,120.0
491,2024-03-15 08:31:06.387194+00:00,120.0
492,2024-03-15 08:31:06.487316+00:00,120.0
493,2024-03-15 08:31:06.587634+00:00,120.0
494,2024-03-15 08:31:06.687191+00:00,120.0
495,2024-03-15 08:31:06.787399+00:00,120.0
496,2024-03-15 08:31:06.887564+00:00,120.0
497,2024-03-15 08:31:06.987110+00:00,120.0
498,2024-03-15 08:31:07.088439+00:00,120.0
499,2024-03-15 08:31:07.187259+00:00,120.0
500,2024-03-15 08:31:07.287300+00:00,120.0
501,2024-03-15 08:31:07.387470+00:00,120.0
502,2024-03-15 08:31:07.486722+00:00,120.0
503,2024-03-15 08:31:07.587140+00:00,120.0
504,2024-03-15 08:31:07.687192+00:00,120.0
505,2024-03-15 08:31:07.787198+00:00,120.0
506,2024-03-15 08:31:07.887057+00:00,120.0
507,2024-03-15 08:31:07.987182+00:00,120.0
508,2024-03-15 08:31:08.087219+00:00,120.0
509,2024-03-15 08:31:08.187127+00:00,120.0
510,2024-03-15 08:31:08.286989+00:00,120.0
511,2024-03-15 08:31:08.387032+00:00,120.0
512,2024-03-15 08:31:08.486938+00:00,120.0
513,2024-03-15 08:31:08.587094+00:00,120.0
514,2024-03-15 08:31:08.687386+00:00,120.0
515,2024-03-15 08:31:08.796385+00:00,120.0
516,2024-03-15 08:31:08.887143+00:00,120.0
517,2024-03-15 08:31:08.987412+00:00,120.0
518,2024-03-15 08:31:09.087243+00:00,120.0
519,2024-03-15 08:31:09.187340+00:00,120.0
520,2024-03-15 08:31:09.287672+00:00,120.0
521,2024-03-15 08:31:09.387614+00:00,120.0
522,2024-03-15 08:31:09.487212+00:00,120.0
523,2024-03-15 08:31:09.587284+00:00,120.0
524,2024-03-15 08:31:09.686918+00:00,120.0
525,2024-03-15 08:31:09.786983+00:00,120.0
526,2024-03-15 08:31:09.887360+00:00,120.0
527,2024-03-15 08:31:09.987144+00:00,120.0
528,2024-03-15 08:31:10.086950+00:00,120.0
529,2024-03-15 08:31:10.187381+00:00,120.0
530,2024-03-15 08:31:10.287114+00:00,120.0
531,2024-03-15 08:31:10.387407+00:00,120.0
532,2024-03-15 08:31:10.486797+00:00,120.0
533,2024-03-15 08:31:10.587271+00:00,120.0
534,2024-03-15 08:31:10.687198+00:00,120.0
535,2024-03-15 08:31:10.787136+00:00,120.0
536,2024-03-15 08:31:10.886891+00:00,120.0
