,time,CameraLuminosity
0,2024-03-14 08:37:33.518113+00:00,40684775.0
1,2024-03-14 08:37:33.618531+00:00,40684775.0
2,2024-03-14 08:37:33.718410+00:00,40684775.0
3,2024-03-14 08:37:33.818324+00:00,40684775.0
4,2024-03-14 08:37:33.918095+00:00,40796898.0
5,2024-03-14 08:37:34.018351+00:00,40796898.0
6,2024-03-14 08:37:34.118265+00:00,40796898.0
7,2024-03-14 08:37:34.218175+00:00,40796898.0
8,2024-03-14 08:37:34.318717+00:00,40796898.0
9,2024-03-14 08:37:34.418413+00:00,40796898.0
10,2024-03-14 08:37:34.518276+00:00,40796898.0
11,2024-03-14 08:37:34.618202+00:00,40669019.0
12,2024-03-14 08:37:34.718012+00:00,40674564.0
13,2024-03-14 08:37:34.817920+00:00,40678295.0
14,2024-03-14 08:37:34.918022+00:00,40675316.0
15,2024-03-14 08:37:35.018111+00:00,40677618.0
16,2024-03-14 08:37:35.118321+00:00,40681042.0
17,2024-03-14 08:37:35.218420+00:00,40674733.0
18,2024-03-14 08:37:35.318085+00:00,40653941.0
19,2024-03-14 08:37:35.417887+00:00,40673148.0
20,2024-03-14 08:37:35.517948+00:00,40678295.0
21,2024-03-14 08:37:35.618196+00:00,40684644.0
22,2024-03-14 08:37:35.718451+00:00,40570030.0
23,2024-03-14 08:37:35.817848+00:00,40654879.0
24,2024-03-14 08:37:35.918447+00:00,40664539.0
25,2024-03-14 08:37:36.018201+00:00,40653941.0
26,2024-03-14 08:37:36.118474+00:00,40670808.0
27,2024-03-14 08:37:36.217959+00:00,40660574.0
28,2024-03-14 08:37:36.318213+00:00,40655055.0
29,2024-03-14 08:37:36.417879+00:00,40655055.0
30,2024-03-14 08:37:36.517941+00:00,40655055.0
31,2024-03-14 08:37:36.617899+00:00,40655055.0
32,2024-03-14 08:37:36.717676+00:00,40655055.0
33,2024-03-14 08:37:36.817559+00:00,40655055.0
34,2024-03-14 08:37:36.918116+00:00,40655055.0
35,2024-03-14 08:37:37.017605+00:00,40655055.0
