,time,ForwardPower
43,2024-03-15 08:30:21.599914+00:00,120.762732
44,2024-03-15 08:30:21.700199+00:00,119.745643
45,2024-03-15 08:30:21.798723+00:00,119.681371
46,2024-03-15 08:30:21.900232+00:00,120.273128
47,2024-03-15 08:30:21.999963+00:00,120.131529
48,2024-03-15 08:30:22.099589+00:00,119.462933
49,2024-03-15 08:30:22.199563+00:00,120.556499
50,2024-03-15 08:30:22.300305+00:00,119.771356
51,2024-03-15 08:30:22.399979+00:00,120.015718
52,2024-03-15 08:30:22.499940+00:00,118.885381
53,2024-03-15 08:30:22.600333+00:00,119.655665
54,2024-03-15 08:30:22.698807+00:00,139.480488
55,2024-03-15 08:30:22.800342+00:00,119.707078
56,2024-03-15 08:30:22.899701+00:00,120.028584
57,2024-03-15 08:30:22.998724+00:00,120.453428
58,2024-03-15 08:30:23.099224+00:00,120.118659
59,2024-03-15 08:30:23.198456+00:00,120.633822
60,2024-03-15 08:30:23.299024+00:00,120.994891
61,2024-03-15 08:30:23.398809+00:00,120.195885
62,2024-03-15 08:30:23.498485+00:00,119.347346
63,2024-03-15 08:30:23.598502+00:00,119.488625
64,2024-03-15 08:30:23.698952+00:00,118.949505
65,2024-03-15 08:30:23.798520+00:00,119.06496
66,2024-03-15 08:30:23.898891+00:00,119.411556
67,2024-03-15 08:30:23.998555+00:00,119.360187
68,2024-03-15 08:30:24.098534+00:00,120.298879
69,2024-03-15 08:30:24.198512+00:00,120.427665
70,2024-03-15 08:30:24.298521+00:00,118.923854
71,2024-03-15 08:30:24.398758+00:00,120.04145
72,2024-03-15 08:30:24.498920+00:00,119.771356
73,2024-03-15 08:30:24.598955+00:00,119.809928
74,2024-03-15 08:30:24.698624+00:00,119.552861
75,2024-03-15 08:30:24.799808+00:00,119.450088
76,2024-03-15 08:30:24.898489+00:00,120.492076
77,2024-03-15 08:30:24.998474+00:00,119.642813
78,2024-03-15 08:30:25.099550+00:00,119.899946
79,2024-03-15 08:30:25.198374+00:00,119.090622
80,2024-03-15 08:30:25.298804+00:00,119.861364
81,2024-03-15 08:30:25.398605+00:00,121.175567
82,2024-03-15 08:30:25.498813+00:00,120.6596
83,2024-03-15 08:30:25.598340+00:00,120.092921
84,2024-03-15 08:30:25.698457+00:00,120.298879
85,2024-03-15 08:30:25.798317+00:00,119.977123
86,2024-03-15 08:30:25.898406+00:00,120.33751
87,2024-03-15 08:30:25.998350+00:00,120.10579
88,2024-03-15 08:30:26.098380+00:00,120.002853
89,2024-03-15 08:30:26.198282+00:00,120.144399
90,2024-03-15 08:30:26.298862+00:00,120.930387
91,2024-03-15 08:30:26.398655+00:00,120.517844
92,2024-03-15 08:30:26.498482+00:00,120.904589
93,2024-03-15 08:30:26.598451+00:00,174.046538
94,2024-03-15 08:30:26.698026+00:00,121.472594
95,2024-03-15 08:30:26.798279+00:00,120.144399
96,2024-03-15 08:30:26.898030+00:00,120.633822
97,2024-03-15 08:30:26.998589+00:00,119.977123
98,2024-03-15 08:30:27.098403+00:00,119.784212
99,2024-03-15 08:30:27.197914+00:00,120.311756
100,2024-03-15 08:30:27.297996+00:00,119.257471
101,2024-03-15 08:30:27.399578+00:00,119.758499
102,2024-03-15 08:30:27.498296+00:00,121.640591
103,2024-03-15 08:30:27.598454+00:00,121.123936
104,2024-03-15 08:30:27.698385+00:00,119.116286
105,2024-03-15 08:30:27.798902+00:00,119.61711
106,2024-03-15 08:30:27.898874+00:00,120.801415
107,2024-03-15 08:30:27.998550+00:00,120.131529
108,2024-03-15 08:30:28.098825+00:00,120.118659
109,2024-03-15 08:30:28.198642+00:00,120.376145
110,2024-03-15 08:30:28.298515+00:00,120.389024
111,2024-03-15 08:30:28.398825+00:00,120.170141
112,2024-03-15 08:30:28.498520+00:00,120.311756
113,2024-03-15 08:30:28.598133+00:00,120.260253
114,2024-03-15 08:30:28.698299+00:00,171.763172
115,2024-03-15 08:30:28.797494+00:00,120.827206
116,2024-03-15 08:30:28.898867+00:00,120.080053
117,2024-03-15 08:30:28.998664+00:00,119.732788
118,2024-03-15 08:30:29.099328+00:00,120.15727
119,2024-03-15 08:30:29.198982+00:00,119.822786
120,2024-03-15 08:30:29.298623+00:00,119.745643
121,2024-03-15 08:30:29.399695+00:00,119.887085
122,2024-03-15 08:30:29.499555+00:00,119.887085
123,2024-03-15 08:30:29.599787+00:00,119.501471
124,2024-03-15 08:30:29.698355+00:00,120.170141
125,2024-03-15 08:30:29.799363+00:00,119.540013
126,2024-03-15 08:30:29.899494+00:00,172.977367
127,2024-03-15 08:30:29.999485+00:00,121.756944
128,2024-03-15 08:30:30.099413+00:00,120.234504
129,2024-03-15 08:30:30.199687+00:00,120.247378
130,2024-03-15 08:30:30.299156+00:00,119.475779
131,2024-03-15 08:30:30.400097+00:00,120.749839
132,2024-03-15 08:30:30.499002+00:00,119.06496
133,2024-03-15 08:30:30.599294+00:00,119.694224
134,2024-03-15 08:30:30.698982+00:00,119.938532
135,2024-03-15 08:30:30.799945+00:00,120.852998
136,2024-03-15 08:30:30.898307+00:00,121.111029
137,2024-03-15 08:30:30.999851+00:00,119.848504
138,2024-03-15 08:30:31.099506+00:00,119.771356
139,2024-03-15 08:30:31.199457+00:00,119.347346
140,2024-03-15 08:30:31.299800+00:00,120.118659
141,2024-03-15 08:30:31.398215+00:00,120.775626
142,2024-03-15 08:30:31.498937+00:00,120.479193
143,2024-03-15 08:30:31.599341+00:00,120.685381
144,2024-03-15 08:30:31.698886+00:00,120.04145
145,2024-03-15 08:30:31.799265+00:00,118.744348
146,2024-03-15 08:30:31.898171+00:00,118.782805
147,2024-03-15 08:30:31.999240+00:00,120.543613
148,2024-03-15 08:30:32.099657+00:00,119.103454
149,2024-03-15 08:30:32.199017+00:00,119.887085
150,2024-03-15 08:30:32.298227+00:00,119.822786
151,2024-03-15 08:30:32.399365+00:00,119.874224
152,2024-03-15 08:30:32.498946+00:00,119.719933
153,2024-03-15 08:30:32.598106+00:00,119.874224
154,2024-03-15 08:30:32.699301+00:00,119.437244
155,2024-03-15 08:30:32.799150+00:00,119.129119
156,2024-03-15 08:30:32.899090+00:00,119.784212
157,2024-03-15 08:30:32.998309+00:00,120.067185
158,2024-03-15 08:30:33.099275+00:00,119.707078
159,2024-03-15 08:30:33.199384+00:00,120.50496
160,2024-03-15 08:30:33.299255+00:00,120.234504
161,2024-03-15 08:30:33.399324+00:00,120.298879
162,2024-03-15 08:30:33.498416+00:00,120.286003
163,2024-03-15 08:30:33.598928+00:00,119.707078
164,2024-03-15 08:30:33.699327+00:00,119.4244
165,2024-03-15 08:30:33.800498+00:00,121.007794
166,2024-03-15 08:30:33.899085+00:00,120.054317
167,2024-03-15 08:30:33.998716+00:00,119.899946
168,2024-03-15 08:30:34.098222+00:00,119.681371
169,2024-03-15 08:30:34.198913+00:00,120.092921
170,2024-03-15 08:30:34.299048+00:00,120.054317
171,2024-03-15 08:30:34.399035+00:00,120.15727
172,2024-03-15 08:30:34.498902+00:00,119.977123
173,2024-03-15 08:30:34.599209+00:00,119.861364
174,2024-03-15 08:30:34.699339+00:00,119.719933
175,2024-03-15 08:30:34.799176+00:00,120.04145
176,2024-03-15 08:30:34.898282+00:00,120.414784
177,2024-03-15 08:30:35.000294+00:00,119.308825
178,2024-03-15 08:30:35.099688+00:00,118.385614
179,2024-03-15 08:30:35.198080+00:00,120.389024
180,2024-03-15 08:30:35.297849+00:00,120.080053
181,2024-03-15 08:30:35.398380+00:00,119.270309
182,2024-03-15 08:30:35.497901+00:00,120.878793
183,2024-03-15 08:30:35.597957+00:00,120.33751
184,2024-03-15 08:30:35.697825+00:00,120.015718
185,2024-03-15 08:30:35.797754+00:00,119.4244
186,2024-03-15 08:30:35.898031+00:00,119.732788
187,2024-03-15 08:30:35.997870+00:00,119.540013
188,2024-03-15 08:30:36.097768+00:00,120.298879
189,2024-03-15 08:30:36.197839+00:00,119.56571
190,2024-03-15 08:30:36.298850+00:00,119.771356
191,2024-03-15 08:30:36.397829+00:00,120.234504
192,2024-03-15 08:30:36.497817+00:00,120.144399
193,2024-03-15 08:30:36.597909+00:00,120.260253
194,2024-03-15 08:30:36.699127+00:00,119.861364
195,2024-03-15 08:30:36.797871+00:00,120.904589
196,2024-03-15 08:30:36.897680+00:00,119.077791
197,2024-03-15 08:30:36.998283+00:00,119.977123
198,2024-03-15 08:30:37.099632+00:00,120.170141
199,2024-03-15 08:30:37.198459+00:00,120.311756
200,2024-03-15 08:30:37.298085+00:00,119.809928
201,2024-03-15 08:30:37.397772+00:00,119.540013
202,2024-03-15 08:30:37.497664+00:00,119.822786
203,2024-03-15 08:30:37.597757+00:00,119.270309
204,2024-03-15 08:30:37.697951+00:00,143.689447
205,2024-03-15 08:30:37.798125+00:00,119.92567
206,2024-03-15 08:30:37.897946+00:00,120.401904
207,2024-03-15 08:30:37.998068+00:00,119.694224
208,2024-03-15 08:30:38.098123+00:00,119.668518
209,2024-03-15 08:30:38.197722+00:00,119.92567
210,2024-03-15 08:30:38.297700+00:00,120.183013
211,2024-03-15 08:30:38.397761+00:00,119.899946
212,2024-03-15 08:30:38.497835+00:00,120.273128
213,2024-03-15 08:30:38.598180+00:00,120.10579
214,2024-03-15 08:30:38.698200+00:00,119.295986
215,2024-03-15 08:30:38.799883+00:00,120.028584
216,2024-03-15 08:30:38.897900+00:00,161.028758
217,2024-03-15 08:30:38.998087+00:00,119.193289
218,2024-03-15 08:30:39.099354+00:00,119.398713
219,2024-03-15 08:30:39.198187+00:00,120.363266
220,2024-03-15 08:30:39.297608+00:00,120.234504
221,2024-03-15 08:30:39.398130+00:00,120.170141
222,2024-03-15 08:30:39.497636+00:00,120.414784
223,2024-03-15 08:30:39.597858+00:00,119.668518
224,2024-03-15 08:30:39.697614+00:00,120.002853
225,2024-03-15 08:30:39.797982+00:00,119.308825
226,2024-03-15 08:30:39.897961+00:00,119.283147
227,2024-03-15 08:30:39.998056+00:00,120.401904
228,2024-03-15 08:30:40.097841+00:00,119.655665
229,2024-03-15 08:30:40.197863+00:00,119.360187
230,2024-03-15 08:30:40.298022+00:00,119.694224
231,2024-03-15 08:30:40.398214+00:00,118.821268
232,2024-03-15 08:30:40.497927+00:00,119.835645
233,2024-03-15 08:30:40.597558+00:00,120.195885
234,2024-03-15 08:30:40.697822+00:00,120.286003
235,2024-03-15 08:30:40.797935+00:00,119.887085
236,2024-03-15 08:30:40.897427+00:00,119.861364
237,2024-03-15 08:30:40.997704+00:00,170.773824
238,2024-03-15 08:30:41.097787+00:00,121.020696
239,2024-03-15 08:30:41.198117+00:00,120.543613
240,2024-03-15 08:30:41.297818+00:00,119.681371
241,2024-03-15 08:30:41.397612+00:00,119.912808
242,2024-03-15 08:30:41.498083+00:00,119.591409
243,2024-03-15 08:30:41.597642+00:00,119.912808
244,2024-03-15 08:30:41.697960+00:00,120.028584
245,2024-03-15 08:30:41.797681+00:00,121.072312
246,2024-03-15 08:30:41.897696+00:00,119.450088
247,2024-03-15 08:30:41.997669+00:00,119.334505
248,2024-03-15 08:30:42.097469+00:00,119.514318
249,2024-03-15 08:30:42.197369+00:00,119.912808
250,2024-03-15 08:30:42.297911+00:00,120.10579
251,2024-03-15 08:30:42.397543+00:00,119.887085
252,2024-03-15 08:30:42.497382+00:00,120.363266
253,2024-03-15 08:30:42.597571+00:00,120.04145
254,2024-03-15 08:30:42.697578+00:00,119.437244
255,2024-03-15 08:30:42.797622+00:00,118.911029
256,2024-03-15 08:30:42.897421+00:00,119.488625
257,2024-03-15 08:30:42.997393+00:00,120.685381
258,2024-03-15 08:30:43.097379+00:00,119.373028
259,2024-03-15 08:30:43.197768+00:00,120.376145
260,2024-03-15 08:30:43.297256+00:00,118.846911
261,2024-03-15 08:30:43.397344+00:00,119.784212
262,2024-03-15 08:30:43.497466+00:00,120.298879
263,2024-03-15 08:30:43.597312+00:00,119.501471
264,2024-03-15 08:30:43.697224+00:00,120.22163
265,2024-03-15 08:30:43.797624+00:00,119.835645
266,2024-03-15 08:30:43.897199+00:00,120.092921
267,2024-03-15 08:30:43.997503+00:00,120.22163
268,2024-03-15 08:30:44.097471+00:00,119.694224
269,2024-03-15 08:30:44.197507+00:00,120.015718
270,2024-03-15 08:30:44.297661+00:00,120.080053
271,2024-03-15 08:30:44.396818+00:00,120.78852
272,2024-03-15 08:30:44.497993+00:00,120.054317
273,2024-03-15 08:30:44.597152+00:00,119.373028
274,2024-03-15 08:30:44.697331+00:00,119.848504
275,2024-03-15 08:30:44.797127+00:00,119.077791
276,2024-03-15 08:30:44.897427+00:00,120.930387
277,2024-03-15 08:30:44.997383+00:00,120.33751
278,2024-03-15 08:30:45.097531+00:00,119.92567
279,2024-03-15 08:30:45.197696+00:00,119.347346
280,2024-03-15 08:30:45.298288+00:00,120.878793
281,2024-03-15 08:30:45.397271+00:00,120.440546
282,2024-03-15 08:30:45.497456+00:00,119.707078
283,2024-03-15 08:30:45.597287+00:00,119.694224
284,2024-03-15 08:30:45.697232+00:00,119.552861
285,2024-03-15 08:30:45.797301+00:00,119.784212
286,2024-03-15 08:30:45.897528+00:00,120.10579
287,2024-03-15 08:30:45.996968+00:00,120.10579
288,2024-03-15 08:30:46.097097+00:00,137.529096
289,2024-03-15 08:30:46.196997+00:00,120.311756
290,2024-03-15 08:30:46.297984+00:00,119.540013
291,2024-03-15 08:30:46.397581+00:00,119.861364
292,2024-03-15 08:30:46.497212+00:00,119.938532
293,2024-03-15 08:30:46.597527+00:00,119.874224
294,2024-03-15 08:30:46.697501+00:00,119.475779
295,2024-03-15 08:30:46.797408+00:00,119.79707
296,2024-03-15 08:30:46.897627+00:00,120.22163
297,2024-03-15 08:30:46.997569+00:00,120.350388
298,2024-03-15 08:30:47.097446+00:00,120.067185
299,2024-03-15 08:30:47.197721+00:00,120.711163
300,2024-03-15 08:30:47.298790+00:00,119.977123
301,2024-03-15 08:30:47.397378+00:00,119.4244
302,2024-03-15 08:30:47.497399+00:00,119.899946
303,2024-03-15 08:30:47.597289+00:00,120.234504
304,2024-03-15 08:30:47.697207+00:00,120.080053
305,2024-03-15 08:30:47.797513+00:00,118.949505
306,2024-03-15 08:30:47.897319+00:00,120.10579
307,2024-03-15 08:30:47.997535+00:00,120.195885
308,2024-03-15 08:30:48.097512+00:00,120.22163
309,2024-03-15 08:30:48.197874+00:00,119.887085
310,2024-03-15 08:30:48.297146+00:00,120.543613
311,2024-03-15 08:30:48.397268+00:00,119.090622
312,2024-03-15 08:30:48.497348+00:00,119.642813
313,2024-03-15 08:30:48.597049+00:00,119.180454
314,2024-03-15 08:30:48.697205+00:00,120.10579
315,2024-03-15 08:30:48.798351+00:00,118.923854
316,2024-03-15 08:30:48.897294+00:00,120.15727
317,2024-03-15 08:30:48.997242+00:00,119.719933
318,2024-03-15 08:30:49.097319+00:00,119.887085
319,2024-03-15 08:30:49.197363+00:00,119.61711
320,2024-03-15 08:30:49.299001+00:00,120.492076
321,2024-03-15 08:30:49.398655+00:00,119.719933
322,2024-03-15 08:30:49.497185+00:00,120.208757
323,2024-03-15 08:30:49.596341+00:00,119.694224
324,2024-03-15 08:30:49.697474+00:00,119.398713
325,2024-03-15 08:30:49.797183+00:00,120.131529
326,2024-03-15 08:30:49.897318+00:00,120.170141
327,2024-03-15 08:30:49.997179+00:00,119.745643
328,2024-03-15 08:30:50.096972+00:00,120.015718
329,2024-03-15 08:30:50.196967+00:00,119.784212
330,2024-03-15 08:30:50.297466+00:00,162.19583
331,2024-03-15 08:30:50.397487+00:00,119.21896
332,2024-03-15 08:30:50.497409+00:00,120.569385
333,2024-03-15 08:30:50.597256+00:00,119.694224
334,2024-03-15 08:30:50.697018+00:00,119.758499
335,2024-03-15 08:30:50.797147+00:00,120.092921
336,2024-03-15 08:30:50.897398+00:00,119.745643
337,2024-03-15 08:30:50.997204+00:00,120.363266
338,2024-03-15 08:30:51.097485+00:00,120.195885
339,2024-03-15 08:30:51.197080+00:00,134.648292
340,2024-03-15 08:30:51.297361+00:00,119.92567
341,2024-03-15 08:30:51.397250+00:00,119.437244
342,2024-03-15 08:30:51.497186+00:00,119.4244
343,2024-03-15 08:30:51.597327+00:00,119.604259
344,2024-03-15 08:30:51.696749+00:00,120.22163
345,2024-03-15 08:30:51.797143+00:00,120.582271
346,2024-03-15 08:30:51.896967+00:00,118.744348
347,2024-03-15 08:30:51.996973+00:00,119.4244
348,2024-03-15 08:30:52.097053+00:00,119.79707
349,2024-03-15 08:30:52.196941+00:00,119.501471
350,2024-03-15 08:30:52.296814+00:00,120.092921
351,2024-03-15 08:30:52.397490+00:00,120.298879
352,2024-03-15 08:30:52.497138+00:00,118.949505
353,2024-03-15 08:30:52.596971+00:00,119.475779
354,2024-03-15 08:30:52.697412+00:00,120.118659
355,2024-03-15 08:30:52.796860+00:00,120.50496
356,2024-03-15 08:30:52.897280+00:00,119.887085
357,2024-03-15 08:30:52.997139+00:00,120.028584
358,2024-03-15 08:30:53.097144+00:00,119.308825
359,2024-03-15 08:30:53.196954+00:00,119.835645
360,2024-03-15 08:30:53.296812+00:00,119.527165
361,2024-03-15 08:30:53.397066+00:00,118.757166
362,2024-03-15 08:30:53.497323+00:00,119.360187
363,2024-03-15 08:30:53.598145+00:00,169.860494
364,2024-03-15 08:30:53.697853+00:00,120.917488
365,2024-03-15 08:30:53.798652+00:00,119.642813
366,2024-03-15 08:30:53.898446+00:00,120.801415
367,2024-03-15 08:30:53.998845+00:00,119.475779
368,2024-03-15 08:30:54.097838+00:00,120.363266
369,2024-03-15 08:30:54.198258+00:00,120.054317
370,2024-03-15 08:30:54.298645+00:00,119.694224
371,2024-03-15 08:30:54.397902+00:00,119.026471
372,2024-03-15 08:30:54.497697+00:00,119.591409
373,2024-03-15 08:30:54.597953+00:00,119.411556
374,2024-03-15 08:30:54.698332+00:00,119.61711
375,2024-03-15 08:30:54.797814+00:00,119.591409
376,2024-03-15 08:30:54.897191+00:00,120.492076
377,2024-03-15 08:30:54.998130+00:00,120.453428
378,2024-03-15 08:30:55.097553+00:00,119.270309
379,2024-03-15 08:30:55.196492+00:00,119.809928
380,2024-03-15 08:30:55.297731+00:00,120.801415
381,2024-03-15 08:30:55.397935+00:00,120.698271
382,2024-03-15 08:30:55.497159+00:00,121.020696
383,2024-03-15 08:30:55.597659+00:00,120.028584
384,2024-03-15 08:30:55.697821+00:00,120.15727
385,2024-03-15 08:30:55.798164+00:00,119.06496
386,2024-03-15 08:30:55.898006+00:00,119.977123
387,2024-03-15 08:30:55.997283+00:00,119.552861
388,2024-03-15 08:30:56.097857+00:00,119.629961
389,2024-03-15 08:30:56.203320+00:00,120.234504
390,2024-03-15 08:30:56.297598+00:00,119.809928
391,2024-03-15 08:30:56.397936+00:00,120.208757
392,2024-03-15 08:30:56.498065+00:00,119.835645
393,2024-03-15 08:30:56.597400+00:00,119.450088
394,2024-03-15 08:30:56.698373+00:00,120.50496
395,2024-03-15 08:30:56.796566+00:00,120.311756
396,2024-03-15 08:30:56.898530+00:00,120.234504
397,2024-03-15 08:30:56.998730+00:00,120.311756
398,2024-03-15 08:30:57.097902+00:00,119.771356
399,2024-03-15 08:30:57.197929+00:00,119.989988
400,2024-03-15 08:30:57.297819+00:00,119.475779
401,2024-03-15 08:30:57.397900+00:00,120.002853
402,2024-03-15 08:30:57.497220+00:00,136.9619
403,2024-03-15 08:30:57.597801+00:00,119.707078
404,2024-03-15 08:30:57.698380+00:00,120.080053
405,2024-03-15 08:30:57.798668+00:00,120.144399
406,2024-03-15 08:30:57.897610+00:00,120.943287
407,2024-03-15 08:30:57.998095+00:00,119.61711
408,2024-03-15 08:30:58.097915+00:00,137.285904
409,2024-03-15 08:30:58.197950+00:00,119.861364
410,2024-03-15 08:30:58.297805+00:00,120.273128
411,2024-03-15 08:30:58.396526+00:00,119.92567
412,2024-03-15 08:30:58.497647+00:00,120.33751
413,2024-03-15 08:30:58.598039+00:00,120.131529
414,2024-03-15 08:30:58.698342+00:00,119.475779
415,2024-03-15 08:30:58.798227+00:00,119.835645
416,2024-03-15 08:30:58.898328+00:00,120.414784
417,2024-03-15 08:30:58.996815+00:00,120.144399
418,2024-03-15 08:30:59.097455+00:00,119.989988
419,2024-03-15 08:30:59.197763+00:00,120.324633
420,2024-03-15 08:30:59.297881+00:00,120.556499
421,2024-03-15 08:30:59.397814+00:00,120.827206
422,2024-03-15 08:30:59.496738+00:00,120.646711
423,2024-03-15 08:30:59.598118+00:00,120.273128
424,2024-03-15 08:30:59.697912+00:00,120.092921
425,2024-03-15 08:30:59.796810+00:00,119.912808
426,2024-03-15 08:30:59.896710+00:00,119.887085
427,2024-03-15 08:30:59.998514+00:00,119.964259
428,2024-03-15 08:31:00.097322+00:00,119.822786
429,2024-03-15 08:31:00.197832+00:00,120.401904
430,2024-03-15 08:31:00.297993+00:00,119.951395
431,2024-03-15 08:31:00.397730+00:00,120.6596
432,2024-03-15 08:31:00.497994+00:00,120.543613
433,2024-03-15 08:31:00.598200+00:00,119.732788
434,2024-03-15 08:31:00.697538+00:00,119.347346
435,2024-03-15 08:31:00.797597+00:00,119.771356
436,2024-03-15 08:31:00.897972+00:00,121.395084
437,2024-03-15 08:31:00.997628+00:00,119.540013
438,2024-03-15 08:31:01.098156+00:00,119.578559
439,2024-03-15 08:31:01.198165+00:00,120.247378
440,2024-03-15 08:31:01.298401+00:00,119.719933
441,2024-03-15 08:31:01.397606+00:00,119.874224
442,2024-03-15 08:31:01.498255+00:00,120.195885
443,2024-03-15 08:31:01.596801+00:00,120.195885
444,2024-03-15 08:31:01.698411+00:00,172.132963
445,2024-03-15 08:31:01.796653+00:00,121.989767
446,2024-03-15 08:31:01.897964+00:00,119.450088
447,2024-03-15 08:31:01.998134+00:00,119.835645
448,2024-03-15 08:31:02.097446+00:00,120.620934
449,2024-03-15 08:31:02.197910+00:00,120.144399
450,2024-03-15 08:31:02.296699+00:00,120.569385
451,2024-03-15 08:31:02.397831+00:00,119.604259
452,2024-03-15 08:31:02.497819+00:00,118.680261
453,2024-03-15 08:31:02.597651+00:00,120.608046
454,2024-03-15 08:31:02.697645+00:00,120.6596
455,2024-03-15 08:31:02.797833+00:00,120.067185
456,2024-03-15 08:31:02.896986+00:00,120.363266
457,2024-03-15 08:31:02.997966+00:00,120.002853
458,2024-03-15 08:31:03.097620+00:00,119.61711
459,2024-03-15 08:31:03.197302+00:00,119.090622
460,2024-03-15 08:31:03.297729+00:00,118.898205
461,2024-03-15 08:31:03.397365+00:00,120.46631
462,2024-03-15 08:31:03.497615+00:00,120.427665
463,2024-03-15 08:31:03.596404+00:00,119.758499
464,2024-03-15 08:31:03.696024+00:00,120.067185
465,2024-03-15 08:31:03.797166+00:00,119.655665
466,2024-03-15 08:31:03.897507+00:00,119.938532
467,2024-03-15 08:31:03.997444+00:00,120.054317
468,2024-03-15 08:31:04.097775+00:00,119.462933
469,2024-03-15 08:31:04.197596+00:00,119.784212
470,2024-03-15 08:31:04.297810+00:00,119.951395
471,2024-03-15 08:31:04.397615+00:00,120.234504
472,2024-03-15 08:31:04.497612+00:00,119.977123
473,2024-03-15 08:31:04.597000+00:00,119.92567
474,2024-03-15 08:31:04.697790+00:00,119.681371
475,2024-03-15 08:31:04.797554+00:00,120.234504
476,2024-03-15 08:31:04.897579+00:00,121.020696
477,2024-03-15 08:31:04.997833+00:00,119.951395
478,2024-03-15 08:31:05.096085+00:00,120.724054
479,2024-03-15 08:31:05.198082+00:00,119.912808
480,2024-03-15 08:31:05.297283+00:00,120.801415
481,2024-03-15 08:31:05.397436+00:00,120.46631
482,2024-03-15 08:31:05.497061+00:00,120.04145
483,2024-03-15 08:31:05.597456+00:00,120.080053
484,2024-03-15 08:31:05.696458+00:00,120.002853
485,2024-03-15 08:31:05.797191+00:00,120.10579
486,2024-03-15 08:31:05.897462+00:00,120.183013
487,2024-03-15 08:31:05.997281+00:00,120.414784
488,2024-03-15 08:31:06.097449+00:00,119.373028
489,2024-03-15 08:31:06.197583+00:00,121.020696
490,2024-03-15 08:31:06.297422+00:00,119.707078
491,2024-03-15 08:31:06.397111+00:00,119.745643
492,2024-03-15 08:31:06.497093+00:00,120.286003
493,2024-03-15 08:31:06.597870+00:00,120.067185
494,2024-03-15 08:31:06.697655+00:00,120.736947
495,2024-03-15 08:31:06.797185+00:00,119.231796
496,2024-03-15 08:31:06.897653+00:00,120.260253
497,2024-03-15 08:31:06.997525+00:00,120.015718
498,2024-03-15 08:31:07.098100+00:00,120.080053
499,2024-03-15 08:31:07.197160+00:00,120.633822
500,2024-03-15 08:31:07.297593+00:00,119.655665
501,2024-03-15 08:31:07.398012+00:00,119.809928
502,2024-03-15 08:31:07.496990+00:00,119.321665
503,2024-03-15 08:31:07.598172+00:00,121.291765
504,2024-03-15 08:31:07.696721+00:00,119.077791
505,2024-03-15 08:31:07.796224+00:00,120.04145
506,2024-03-15 08:31:07.896424+00:00,118.411225
507,2024-03-15 08:31:07.997639+00:00,119.899946
508,2024-03-15 08:31:08.097551+00:00,120.170141
509,2024-03-15 08:31:08.196630+00:00,120.273128
510,2024-03-15 08:31:08.297708+00:00,120.943287
511,2024-03-15 08:31:08.396716+00:00,120.10579
512,2024-03-15 08:31:08.497038+00:00,120.131529
513,2024-03-15 08:31:08.597287+00:00,119.822786
514,2024-03-15 08:31:08.697371+00:00,119.745643
515,2024-03-15 08:31:08.797615+00:00,120.234504
516,2024-03-15 08:31:08.897156+00:00,120.273128
