,time,RfPower
58,2024-03-15 08:30:23.090631+00:00,1.534713
59,2024-03-15 08:30:23.191070+00:00,1.534713
60,2024-03-15 08:30:23.290593+00:00,1.534713
61,2024-03-15 08:30:23.390838+00:00,1.534713
62,2024-03-15 08:30:23.489909+00:00,1.534713
63,2024-03-15 08:30:23.590490+00:00,1.534713
64,2024-03-15 08:30:23.690760+00:00,1.534713
65,2024-03-15 08:30:23.790700+00:00,1.534713
66,2024-03-15 08:30:23.890368+00:00,1.534713
67,2024-03-15 08:30:23.990430+00:00,1.534713
68,2024-03-15 08:30:24.090475+00:00,1.534713
69,2024-03-15 08:30:24.190466+00:00,1.534713
70,2024-03-15 08:30:24.290553+00:00,1.534713
71,2024-03-15 08:30:24.390241+00:00,1.534713
72,2024-03-15 08:30:24.490523+00:00,1.534713
73,2024-03-15 08:30:24.590268+00:00,1.534713
74,2024-03-15 08:30:24.690375+00:00,1.534713
75,2024-03-15 08:30:24.790385+00:00,1.534713
76,2024-03-15 08:30:24.890966+00:00,1.534713
77,2024-03-15 08:30:24.990405+00:00,1.534713
78,2024-03-15 08:30:25.090142+00:00,1.534713
79,2024-03-15 08:30:25.190766+00:00,1.534713
80,2024-03-15 08:30:25.290264+00:00,1.534713
81,2024-03-15 08:30:25.390093+00:00,1.534713
82,2024-03-15 08:30:25.490171+00:00,1.534713
83,2024-03-15 08:30:25.589993+00:00,1.534713
84,2024-03-15 08:30:25.690355+00:00,1.534713
85,2024-03-15 08:30:25.790120+00:00,1.534713
86,2024-03-15 08:30:25.890201+00:00,1.534713
87,2024-03-15 08:30:25.990852+00:00,1.534713
88,2024-03-15 08:30:26.090255+00:00,1.534713
89,2024-03-15 08:30:26.190873+00:00,1.534713
90,2024-03-15 08:30:26.290679+00:00,1.534713
91,2024-03-15 08:30:26.390658+00:00,1.534713
92,2024-03-15 08:30:26.490551+00:00,1.534713
93,2024-03-15 08:30:26.609052+00:00,1.538156
94,2024-03-15 08:30:26.690572+00:00,1.538156
95,2024-03-15 08:30:26.790757+00:00,1.538156
96,2024-03-15 08:30:26.890176+00:00,1.538156
97,2024-03-15 08:30:26.990564+00:00,1.538156
98,2024-03-15 08:30:27.090481+00:00,1.538156
99,2024-03-15 08:30:27.190112+00:00,1.538156
100,2024-03-15 08:30:27.290540+00:00,1.538156
101,2024-03-15 08:30:27.390309+00:00,1.538156
102,2024-03-15 08:30:27.491658+00:00,1.538156
103,2024-03-15 08:30:27.590166+00:00,1.538156
104,2024-03-15 08:30:27.690251+00:00,1.538156
105,2024-03-15 08:30:27.790595+00:00,1.538156
106,2024-03-15 08:30:27.890237+00:00,1.538156
107,2024-03-15 08:30:27.990366+00:00,1.538156
108,2024-03-15 08:30:28.090238+00:00,1.538156
109,2024-03-15 08:30:28.190303+00:00,1.538156
110,2024-03-15 08:30:28.290324+00:00,1.538156
111,2024-03-15 08:30:28.390414+00:00,1.538156
112,2024-03-15 08:30:28.490446+00:00,1.538156
113,2024-03-15 08:30:28.590312+00:00,1.538156
114,2024-03-15 08:30:28.708645+00:00,1.534556
115,2024-03-15 08:30:28.797380+00:00,1.534556
116,2024-03-15 08:30:28.890058+00:00,1.534556
117,2024-03-15 08:30:28.990422+00:00,1.534556
118,2024-03-15 08:30:29.090459+00:00,1.534556
119,2024-03-15 08:30:29.190342+00:00,1.534556
120,2024-03-15 08:30:29.290511+00:00,1.534556
121,2024-03-15 08:30:29.390616+00:00,1.534556
122,2024-03-15 08:30:29.490062+00:00,1.534556
123,2024-03-15 08:30:29.590376+00:00,1.534556
124,2024-03-15 08:30:29.690211+00:00,1.534556
125,2024-03-15 08:30:29.790139+00:00,1.534556
126,2024-03-15 08:30:29.909002+00:00,1.538598
127,2024-03-15 08:30:29.990797+00:00,1.538598
128,2024-03-15 08:30:30.090026+00:00,1.538598
129,2024-03-15 08:30:30.190373+00:00,1.538598
130,2024-03-15 08:30:30.290296+00:00,1.538598
131,2024-03-15 08:30:30.390288+00:00,1.538598
132,2024-03-15 08:30:30.490329+00:00,1.538598
133,2024-03-15 08:30:30.590248+00:00,1.538598
134,2024-03-15 08:30:30.689873+00:00,1.538598
135,2024-03-15 08:30:30.790363+00:00,1.538598
136,2024-03-15 08:30:30.890653+00:00,1.538598
137,2024-03-15 08:30:30.990168+00:00,1.538598
138,2024-03-15 08:30:31.090253+00:00,1.538598
139,2024-03-15 08:30:31.190363+00:00,1.538598
140,2024-03-15 08:30:31.290357+00:00,1.538598
141,2024-03-15 08:30:31.390419+00:00,1.538598
142,2024-03-15 08:30:31.490175+00:00,1.538598
143,2024-03-15 08:30:31.590423+00:00,1.538598
144,2024-03-15 08:30:31.690275+00:00,1.538598
145,2024-03-15 08:30:31.790270+00:00,1.538598
146,2024-03-15 08:30:31.889909+00:00,1.538598
147,2024-03-15 08:30:31.990352+00:00,1.538598
148,2024-03-15 08:30:32.090234+00:00,1.538598
149,2024-03-15 08:30:32.190588+00:00,1.538598
150,2024-03-15 08:30:32.290113+00:00,1.538598
151,2024-03-15 08:30:32.389793+00:00,1.538598
152,2024-03-15 08:30:32.489944+00:00,1.538598
153,2024-03-15 08:30:32.589801+00:00,1.538598
154,2024-03-15 08:30:32.690118+00:00,1.538598
155,2024-03-15 08:30:32.789953+00:00,1.538598
156,2024-03-15 08:30:32.890138+00:00,1.538598
157,2024-03-15 08:30:32.990238+00:00,1.538598
158,2024-03-15 08:30:33.090467+00:00,1.538598
159,2024-03-15 08:30:33.189992+00:00,1.538598
160,2024-03-15 08:30:33.289928+00:00,1.538598
161,2024-03-15 08:30:33.390288+00:00,1.538598
162,2024-03-15 08:30:33.489793+00:00,1.538598
163,2024-03-15 08:30:33.589996+00:00,1.538598
164,2024-03-15 08:30:33.690057+00:00,1.538598
165,2024-03-15 08:30:33.790314+00:00,1.538598
166,2024-03-15 08:30:33.890235+00:00,1.538598
167,2024-03-15 08:30:33.989676+00:00,1.538598
168,2024-03-15 08:30:34.090146+00:00,1.538598
169,2024-03-15 08:30:34.190003+00:00,1.538598
170,2024-03-15 08:30:34.290007+00:00,1.538598
171,2024-03-15 08:30:34.390347+00:00,1.538598
172,2024-03-15 08:30:34.490542+00:00,1.538598
173,2024-03-15 08:30:34.590192+00:00,1.538598
174,2024-03-15 08:30:34.690111+00:00,1.538598
175,2024-03-15 08:30:34.790220+00:00,1.538598
176,2024-03-15 08:30:34.890036+00:00,1.538598
177,2024-03-15 08:30:34.990018+00:00,1.538598
178,2024-03-15 08:30:35.090337+00:00,1.538598
179,2024-03-15 08:30:35.189973+00:00,1.538598
180,2024-03-15 08:30:35.290051+00:00,1.538598
181,2024-03-15 08:30:35.390015+00:00,1.538598
182,2024-03-15 08:30:35.489713+00:00,1.538598
183,2024-03-15 08:30:35.590245+00:00,1.538598
184,2024-03-15 08:30:35.689997+00:00,1.538598
185,2024-03-15 08:30:35.789680+00:00,1.538598
186,2024-03-15 08:30:35.889962+00:00,1.538598
187,2024-03-15 08:30:35.990111+00:00,1.538598
188,2024-03-15 08:30:36.089930+00:00,1.538598
189,2024-03-15 08:30:36.190070+00:00,1.538598
190,2024-03-15 08:30:36.289938+00:00,1.538598
191,2024-03-15 08:30:36.389830+00:00,1.538598
192,2024-03-15 08:30:36.490015+00:00,1.538598
193,2024-03-15 08:30:36.589872+00:00,1.538598
194,2024-03-15 08:30:36.690286+00:00,1.538598
195,2024-03-15 08:30:36.790029+00:00,1.538598
196,2024-03-15 08:30:36.890123+00:00,1.538598
197,2024-03-15 08:30:36.990032+00:00,1.538598
198,2024-03-15 08:30:37.090179+00:00,1.538598
199,2024-03-15 08:30:37.190142+00:00,1.538598
200,2024-03-15 08:30:37.290052+00:00,1.538598
201,2024-03-15 08:30:37.389963+00:00,1.538598
202,2024-03-15 08:30:37.489842+00:00,1.538598
203,2024-03-15 08:30:37.590003+00:00,1.538598
204,2024-03-15 08:30:37.689949+00:00,1.54178
205,2024-03-15 08:30:37.790230+00:00,1.54178
206,2024-03-15 08:30:37.889953+00:00,1.54178
207,2024-03-15 08:30:37.989774+00:00,1.54178
208,2024-03-15 08:30:38.090088+00:00,1.54178
209,2024-03-15 08:30:38.189870+00:00,1.54178
210,2024-03-15 08:30:38.290390+00:00,1.54178
211,2024-03-15 08:30:38.390072+00:00,1.54178
212,2024-03-15 08:30:38.490383+00:00,1.54178
213,2024-03-15 08:30:38.591451+00:00,1.54178
214,2024-03-15 08:30:38.690545+00:00,1.54178
215,2024-03-15 08:30:38.799858+00:00,1.54178
216,2024-03-15 08:30:38.899240+00:00,1.538593
217,2024-03-15 08:30:38.990244+00:00,1.538593
218,2024-03-15 08:30:39.089908+00:00,1.538593
219,2024-03-15 08:30:39.189691+00:00,1.538593
220,2024-03-15 08:30:39.289670+00:00,1.538593
221,2024-03-15 08:30:39.389906+00:00,1.538593
222,2024-03-15 08:30:39.489715+00:00,1.538593
223,2024-03-15 08:30:39.589788+00:00,1.538593
224,2024-03-15 08:30:39.689896+00:00,1.538593
225,2024-03-15 08:30:39.790000+00:00,1.538593
226,2024-03-15 08:30:39.889845+00:00,1.538593
227,2024-03-15 08:30:39.989743+00:00,1.538593
228,2024-03-15 08:30:40.089925+00:00,1.538593
229,2024-03-15 08:30:40.189960+00:00,1.538593
230,2024-03-15 08:30:40.290207+00:00,1.538593
231,2024-03-15 08:30:40.390022+00:00,1.538593
232,2024-03-15 08:30:40.489756+00:00,1.538593
233,2024-03-15 08:30:40.590001+00:00,1.538593
234,2024-03-15 08:30:40.689643+00:00,1.538593
235,2024-03-15 08:30:40.790089+00:00,1.538593
236,2024-03-15 08:30:40.889783+00:00,1.538593
237,2024-03-15 08:30:41.008793+00:00,1.541845
238,2024-03-15 08:30:41.090106+00:00,1.541845
239,2024-03-15 08:30:41.189952+00:00,1.541845
240,2024-03-15 08:30:41.290077+00:00,1.541845
241,2024-03-15 08:30:41.389720+00:00,1.541845
242,2024-03-15 08:30:41.490012+00:00,1.541845
243,2024-03-15 08:30:41.589733+00:00,1.541845
244,2024-03-15 08:30:41.689800+00:00,1.541845
245,2024-03-15 08:30:41.789777+00:00,1.541845
246,2024-03-15 08:30:41.889865+00:00,1.541845
247,2024-03-15 08:30:41.989803+00:00,1.541845
248,2024-03-15 08:30:42.089595+00:00,1.541845
249,2024-03-15 08:30:42.189899+00:00,1.541845
250,2024-03-15 08:30:42.289988+00:00,1.541845
251,2024-03-15 08:30:42.389944+00:00,1.541845
252,2024-03-15 08:30:42.489681+00:00,1.541845
253,2024-03-15 08:30:42.589540+00:00,1.541845
254,2024-03-15 08:30:42.689568+00:00,1.541845
255,2024-03-15 08:30:42.789631+00:00,1.541845
256,2024-03-15 08:30:42.889736+00:00,1.541845
257,2024-03-15 08:30:42.989768+00:00,1.541845
258,2024-03-15 08:30:43.089702+00:00,1.541845
259,2024-03-15 08:30:43.190205+00:00,1.541845
260,2024-03-15 08:30:43.289587+00:00,1.541845
261,2024-03-15 08:30:43.390057+00:00,1.541845
262,2024-03-15 08:30:43.489835+00:00,1.541845
263,2024-03-15 08:30:43.589968+00:00,1.541845
264,2024-03-15 08:30:43.689406+00:00,1.541845
265,2024-03-15 08:30:43.789898+00:00,1.541845
266,2024-03-15 08:30:43.889444+00:00,1.541845
267,2024-03-15 08:30:43.989509+00:00,1.541845
268,2024-03-15 08:30:44.089680+00:00,1.541845
269,2024-03-15 08:30:44.189924+00:00,1.541845
270,2024-03-15 08:30:44.289773+00:00,1.541845
271,2024-03-15 08:30:44.389134+00:00,1.541845
272,2024-03-15 08:30:44.489395+00:00,1.541845
273,2024-03-15 08:30:44.589677+00:00,1.541845
274,2024-03-15 08:30:44.690148+00:00,1.541845
275,2024-03-15 08:30:44.789526+00:00,1.541845
276,2024-03-15 08:30:44.889935+00:00,1.541845
277,2024-03-15 08:30:44.989699+00:00,1.541845
278,2024-03-15 08:30:45.089857+00:00,1.541845
279,2024-03-15 08:30:45.190252+00:00,1.541845
280,2024-03-15 08:30:45.289871+00:00,1.541845
281,2024-03-15 08:30:45.390021+00:00,1.541845
282,2024-03-15 08:30:45.489574+00:00,1.541845
283,2024-03-15 08:30:45.589358+00:00,1.541845
284,2024-03-15 08:30:45.689589+00:00,1.541845
285,2024-03-15 08:30:45.789702+00:00,1.541845
286,2024-03-15 08:30:45.889590+00:00,1.541845
287,2024-03-15 08:30:45.989436+00:00,1.541845
288,2024-03-15 08:30:46.089641+00:00,1.545357
289,2024-03-15 08:30:46.190515+00:00,1.545357
290,2024-03-15 08:30:46.289686+00:00,1.545357
291,2024-03-15 08:30:46.389554+00:00,1.545357
292,2024-03-15 08:30:46.489549+00:00,1.545357
293,2024-03-15 08:30:46.589952+00:00,1.545357
294,2024-03-15 08:30:46.689716+00:00,1.545357
295,2024-03-15 08:30:46.789788+00:00,1.545357
296,2024-03-15 08:30:46.889166+00:00,1.545357
297,2024-03-15 08:30:46.989603+00:00,1.545357
298,2024-03-15 08:30:47.089314+00:00,1.545357
299,2024-03-15 08:30:47.190012+00:00,1.545357
300,2024-03-15 08:30:47.289638+00:00,1.545357
301,2024-03-15 08:30:47.389710+00:00,1.545357
302,2024-03-15 08:30:47.489518+00:00,1.545357
303,2024-03-15 08:30:47.590048+00:00,1.545357
304,2024-03-15 08:30:47.689826+00:00,1.545357
305,2024-03-15 08:30:47.789726+00:00,1.545357
306,2024-03-15 08:30:47.889801+00:00,1.545357
307,2024-03-15 08:30:47.989872+00:00,1.545357
308,2024-03-15 08:30:48.089821+00:00,1.545357
309,2024-03-15 08:30:48.189841+00:00,1.545357
310,2024-03-15 08:30:48.290106+00:00,1.545357
311,2024-03-15 08:30:48.390277+00:00,1.545357
312,2024-03-15 08:30:48.489771+00:00,1.545357
313,2024-03-15 08:30:48.589791+00:00,1.545357
314,2024-03-15 08:30:48.689909+00:00,1.545357
315,2024-03-15 08:30:48.798332+00:00,1.545357
316,2024-03-15 08:30:48.889810+00:00,1.545357
317,2024-03-15 08:30:48.989248+00:00,1.545357
318,2024-03-15 08:30:49.089731+00:00,1.545357
319,2024-03-15 08:30:49.189804+00:00,1.545357
320,2024-03-15 08:30:49.289518+00:00,1.545357
321,2024-03-15 08:30:49.389609+00:00,1.545357
322,2024-03-15 08:30:49.489460+00:00,1.545357
323,2024-03-15 08:30:49.589067+00:00,1.545357
324,2024-03-15 08:30:49.689694+00:00,1.545357
325,2024-03-15 08:30:49.790046+00:00,1.545357
326,2024-03-15 08:30:49.889984+00:00,1.545357
327,2024-03-15 08:30:49.989830+00:00,1.545357
328,2024-03-15 08:30:50.089635+00:00,1.545357
329,2024-03-15 08:30:50.189730+00:00,1.545357
330,2024-03-15 08:30:50.299686+00:00,1.548677
331,2024-03-15 08:30:50.389759+00:00,1.548677
332,2024-03-15 08:30:50.489616+00:00,1.548677
333,2024-03-15 08:30:50.589430+00:00,1.548677
334,2024-03-15 08:30:50.689698+00:00,1.548677
335,2024-03-15 08:30:50.789561+00:00,1.548677
336,2024-03-15 08:30:50.889342+00:00,1.548677
337,2024-03-15 08:30:50.989652+00:00,1.548677
338,2024-03-15 08:30:51.089867+00:00,1.548677
339,2024-03-15 08:30:51.189201+00:00,1.544992
340,2024-03-15 08:30:51.289333+00:00,1.544992
341,2024-03-15 08:30:51.389466+00:00,1.544992
342,2024-03-15 08:30:51.489391+00:00,1.544992
343,2024-03-15 08:30:51.589889+00:00,1.544992
344,2024-03-15 08:30:51.689705+00:00,1.544992
345,2024-03-15 08:30:51.789687+00:00,1.544992
346,2024-03-15 08:30:51.889431+00:00,1.544992
347,2024-03-15 08:30:51.989323+00:00,1.544992
348,2024-03-15 08:30:52.089417+00:00,1.544992
349,2024-03-15 08:30:52.189117+00:00,1.544992
350,2024-03-15 08:30:52.289830+00:00,1.544992
351,2024-03-15 08:30:52.389548+00:00,1.544992
352,2024-03-15 08:30:52.489149+00:00,1.544992
353,2024-03-15 08:30:52.589334+00:00,1.544992
354,2024-03-15 08:30:52.689179+00:00,1.544992
355,2024-03-15 08:30:52.789512+00:00,1.544992
356,2024-03-15 08:30:52.888846+00:00,1.544992
357,2024-03-15 08:30:52.989225+00:00,1.544992
358,2024-03-15 08:30:53.089549+00:00,1.544992
359,2024-03-15 08:30:53.189411+00:00,1.544992
360,2024-03-15 08:30:53.289474+00:00,1.544992
361,2024-03-15 08:30:53.389504+00:00,1.544992
362,2024-03-15 08:30:53.489377+00:00,1.544992
363,2024-03-15 08:30:53.608158+00:00,1.548109
364,2024-03-15 08:30:53.689692+00:00,1.548109
365,2024-03-15 08:30:53.789446+00:00,1.548109
366,2024-03-15 08:30:53.889815+00:00,1.548109
367,2024-03-15 08:30:53.989631+00:00,1.548109
368,2024-03-15 08:30:54.089257+00:00,1.548109
369,2024-03-15 08:30:54.189604+00:00,1.548109
370,2024-03-15 08:30:54.289949+00:00,1.548109
371,2024-03-15 08:30:54.389430+00:00,1.548109
372,2024-03-15 08:30:54.489581+00:00,1.548109
373,2024-03-15 08:30:54.589343+00:00,1.548109
374,2024-03-15 08:30:54.689252+00:00,1.548109
375,2024-03-15 08:30:54.789600+00:00,1.548109
376,2024-03-15 08:30:54.888784+00:00,1.548109
377,2024-03-15 08:30:54.989264+00:00,1.548109
378,2024-03-15 08:30:55.089180+00:00,1.548109
379,2024-03-15 08:30:55.189249+00:00,1.548109
380,2024-03-15 08:30:55.289001+00:00,1.548109
381,2024-03-15 08:30:55.389038+00:00,1.548109
382,2024-03-15 08:30:55.489045+00:00,1.548109
383,2024-03-15 08:30:55.589192+00:00,1.548109
384,2024-03-15 08:30:55.689172+00:00,1.548109
385,2024-03-15 08:30:55.789160+00:00,1.548109
386,2024-03-15 08:30:55.889259+00:00,1.548109
387,2024-03-15 08:30:55.988915+00:00,1.548109
388,2024-03-15 08:30:56.089090+00:00,1.548109
389,2024-03-15 08:30:56.189411+00:00,1.548109
390,2024-03-15 08:30:56.289681+00:00,1.548109
391,2024-03-15 08:30:56.389434+00:00,1.548109
392,2024-03-15 08:30:56.488987+00:00,1.548109
393,2024-03-15 08:30:56.589351+00:00,1.548109
394,2024-03-15 08:30:56.689621+00:00,1.548109
395,2024-03-15 08:30:56.789202+00:00,1.548109
396,2024-03-15 08:30:56.889448+00:00,1.548109
397,2024-03-15 08:30:56.989270+00:00,1.548109
398,2024-03-15 08:30:57.089422+00:00,1.548109
399,2024-03-15 08:30:57.189068+00:00,1.548109
400,2024-03-15 08:30:57.289674+00:00,1.548109
401,2024-03-15 08:30:57.389594+00:00,1.548109
402,2024-03-15 08:30:57.489646+00:00,1.552298
403,2024-03-15 08:30:57.589542+00:00,1.552298
404,2024-03-15 08:30:57.689417+00:00,1.552298
405,2024-03-15 08:30:57.789675+00:00,1.552298
406,2024-03-15 08:30:57.889150+00:00,1.552298
407,2024-03-15 08:30:57.989234+00:00,1.552298
408,2024-03-15 08:30:58.090318+00:00,1.549112
409,2024-03-15 08:30:58.189346+00:00,1.549112
410,2024-03-15 08:30:58.289378+00:00,1.549112
411,2024-03-15 08:30:58.389426+00:00,1.549112
412,2024-03-15 08:30:58.489363+00:00,1.549112
413,2024-03-15 08:30:58.589147+00:00,1.549112
414,2024-03-15 08:30:58.689166+00:00,1.549112
415,2024-03-15 08:30:58.798152+00:00,1.549112
416,2024-03-15 08:30:58.889006+00:00,1.549112
417,2024-03-15 08:30:58.989545+00:00,1.549112
418,2024-03-15 08:30:59.088838+00:00,1.549112
419,2024-03-15 08:30:59.189156+00:00,1.549112
420,2024-03-15 08:30:59.289058+00:00,1.549112
421,2024-03-15 08:30:59.389343+00:00,1.549112
422,2024-03-15 08:30:59.489219+00:00,1.549112
423,2024-03-15 08:30:59.589277+00:00,1.549112
424,2024-03-15 08:30:59.689316+00:00,1.549112
425,2024-03-15 08:30:59.789264+00:00,1.549112
426,2024-03-15 08:30:59.889456+00:00,1.549112
427,2024-03-15 08:30:59.989282+00:00,1.549112
428,2024-03-15 08:31:00.088580+00:00,1.549112
429,2024-03-15 08:31:00.189550+00:00,1.549112
430,2024-03-15 08:31:00.289087+00:00,1.549112
431,2024-03-15 08:31:00.389505+00:00,1.549112
432,2024-03-15 08:31:00.489260+00:00,1.549112
433,2024-03-15 08:31:00.589342+00:00,1.549112
434,2024-03-15 08:31:00.688989+00:00,1.549112
435,2024-03-15 08:31:00.789032+00:00,1.549112
436,2024-03-15 08:31:00.889388+00:00,1.549112
437,2024-03-15 08:31:00.988958+00:00,1.549112
438,2024-03-15 08:31:01.089185+00:00,1.549112
439,2024-03-15 08:31:01.188674+00:00,1.549112
440,2024-03-15 08:31:01.288988+00:00,1.549112
441,2024-03-15 08:31:01.388362+00:00,1.549112
442,2024-03-15 08:31:01.489097+00:00,1.549112
443,2024-03-15 08:31:01.588664+00:00,1.549112
444,2024-03-15 08:31:01.707741+00:00,1.552434
445,2024-03-15 08:31:01.789567+00:00,1.552434
446,2024-03-15 08:31:01.889337+00:00,1.552434
447,2024-03-15 08:31:01.989250+00:00,1.552434
448,2024-03-15 08:31:02.088998+00:00,1.552434
449,2024-03-15 08:31:02.189413+00:00,1.552434
450,2024-03-15 08:31:02.289166+00:00,1.552434
451,2024-03-15 08:31:02.389337+00:00,1.552434
452,2024-03-15 08:31:02.488947+00:00,1.552434
453,2024-03-15 08:31:02.589158+00:00,1.552434
454,2024-03-15 08:31:02.688851+00:00,1.552434
455,2024-03-15 08:31:02.788995+00:00,1.552434
456,2024-03-15 08:31:02.888841+00:00,1.552434
457,2024-03-15 08:31:02.989015+00:00,1.552434
458,2024-03-15 08:31:03.089052+00:00,1.552434
459,2024-03-15 08:31:03.189112+00:00,1.552434
460,2024-03-15 08:31:03.288884+00:00,1.552434
461,2024-03-15 08:31:03.388824+00:00,1.552434
462,2024-03-15 08:31:03.489833+00:00,1.552434
463,2024-03-15 08:31:03.589032+00:00,1.552434
464,2024-03-15 08:31:03.689195+00:00,1.552434
465,2024-03-15 08:31:03.789274+00:00,1.552434
466,2024-03-15 08:31:03.888919+00:00,1.552434
467,2024-03-15 08:31:03.989271+00:00,1.552434
468,2024-03-15 08:31:04.089027+00:00,1.552434
469,2024-03-15 08:31:04.189215+00:00,1.552434
470,2024-03-15 08:31:04.289690+00:00,1.552434
471,2024-03-15 08:31:04.388990+00:00,1.552434
472,2024-03-15 08:31:04.488990+00:00,1.552434
473,2024-03-15 08:31:04.588900+00:00,1.552434
474,2024-03-15 08:31:04.689458+00:00,1.552434
475,2024-03-15 08:31:04.788609+00:00,1.552434
476,2024-03-15 08:31:04.889022+00:00,1.552434
477,2024-03-15 08:31:04.988831+00:00,1.552434
478,2024-03-15 08:31:05.089247+00:00,1.552434
479,2024-03-15 08:31:05.188944+00:00,1.552434
480,2024-03-15 08:31:05.288350+00:00,1.552434
481,2024-03-15 08:31:05.389115+00:00,1.552434
482,2024-03-15 08:31:05.488628+00:00,1.552434
483,2024-03-15 08:31:05.588542+00:00,1.552434
484,2024-03-15 08:31:05.688855+00:00,1.552434
485,2024-03-15 08:31:05.788794+00:00,1.552434
486,2024-03-15 08:31:05.888821+00:00,1.552434
487,2024-03-15 08:31:05.989081+00:00,1.552434
488,2024-03-15 08:31:06.088852+00:00,1.552434
489,2024-03-15 08:31:06.189211+00:00,1.552434
490,2024-03-15 08:31:06.289254+00:00,1.552434
491,2024-03-15 08:31:06.389030+00:00,1.552434
492,2024-03-15 08:31:06.488934+00:00,1.552434
493,2024-03-15 08:31:06.589187+00:00,1.552434
494,2024-03-15 08:31:06.688813+00:00,1.552434
495,2024-03-15 08:31:06.789079+00:00,1.552434
496,2024-03-15 08:31:06.889147+00:00,1.552434
497,2024-03-15 08:31:06.988923+00:00,1.552434
498,2024-03-15 08:31:07.089310+00:00,1.552434
499,2024-03-15 08:31:07.188884+00:00,1.552434
500,2024-03-15 08:31:07.289165+00:00,1.552434
501,2024-03-15 08:31:07.389276+00:00,1.552434
502,2024-03-15 08:31:07.489180+00:00,1.552434
503,2024-03-15 08:31:07.588996+00:00,1.552434
504,2024-03-15 08:31:07.688777+00:00,1.552434
505,2024-03-15 08:31:07.788747+00:00,1.552434
506,2024-03-15 08:31:07.889000+00:00,1.552434
507,2024-03-15 08:31:07.989039+00:00,1.552434
508,2024-03-15 08:31:08.088595+00:00,1.552434
509,2024-03-15 08:31:08.188607+00:00,1.552434
510,2024-03-15 08:31:08.288511+00:00,1.552434
511,2024-03-15 08:31:08.388803+00:00,1.552434
512,2024-03-15 08:31:08.489127+00:00,1.552434
513,2024-03-15 08:31:08.588992+00:00,1.552434
514,2024-03-15 08:31:08.689248+00:00,1.552434
515,2024-03-15 08:31:08.796419+00:00,1.552434
516,2024-03-15 08:31:08.889070+00:00,1.552434
